state,name,address,phone,mobile,email,website,contact_person,purpose
madhya_pradesh,Tagore Shiksha Samiti,,,91-94251 31455,tagoreshikshasamiti@yahoo.co.inWebsite,,Purpose :,
madhya_pradesh,The Good Shepherd Home,,,,loveuoldage@hotmail.comWebsite,,,
madhya_pradesh,Tarang Mahla Samiti,,,91-99266 89039,swapnil2005@rediffmail.comWebsite,,Swapnil,
madhya_pradesh,Training & Research Society for Nature Conservation,,,91-98267 09218,dilip@trinature.orgWebsite,,Dilip,
madhya_pradesh,Tarun Sanskar,,,91-99264 43250,joytask@gmail.comWebsite,,Joy,
madhya_pradesh,SWORDS – Social Welfare Organization for Reformation & Development of Society,,,,swords1997@gmail.comWebsite,,Sandeep Madankar,
madhya_pradesh,SWALAMBAN,,,91-94250 11125,swalamban@gmail.comWebsite,,Yogendra Singh,
madhya_pradesh,SWORD,,,91-99266 42361,baiju.waghmare@gmail.comWebsite,,Baijnath,
madhya_pradesh,Swami Vivekanand Shiksha Samiti,,,,svssngo@hotmail.comWebsite,,Dhirendra,
madhya_pradesh,Swargiya Moolchand Memorial Advance Education Society,,,91-94250 34590,aictm2009@gmail.com,,,
madhya_pradesh,Swargiya Shri Lal Bhupendra Singh Gramina Vikash Sansthan,,,"91-97557 19117, 91-92003 74030",sanskar.satna@gmail.comWebsite,,"Rajesh Singh Baghel,",
madhya_pradesh,Swastik Health & Education Society,,,91-98933 63199,swastik_health@yahoo.comWebsite,,Neha,
madhya_pradesh,SWAWLAMBAN,,,91-93296 09946,sujatabansal55@hotmail.comWebsite,,Swaraj,
madhya_pradesh,Swayam Siddha Siddhant Sewa Avam Siksha Samiti,,,91-99934 82473,swayamsiddha24@yahoo.inWebsite,,,
madhya_pradesh,Swadesh Gramotthan Samiti,,,,swadeshcso@gmail.comWebsite,,Ramjisharan Rai,
madhya_pradesh,Swdesh Seva Sansthan,,,,,,Neeraj Joshi,Seva.Aims/Objectives/Mission :
madhya_pradesh,SWADESH,,,91-99771 14422,swadeshngo@gmail.comWebsite,,,
madhya_pradesh,Switch Global Society,,,91-98269 91533,jyothi.bhadouria@gmail.comWebsite,,Jyothi Bhadouria,
madhya_pradesh,Swastik Samiti,,,,akaul29@gmail.comWebsite,,Aditya Kaul,Social work
madhya_pradesh,SVSS – Swami Vivekan and Shiksha Samiti,,,,svssngo@hotmil.com,,Dhirendr,
madhya_pradesh,Sw. Gajadhar Prashad Mathur Shiksha Evam Samaj Kalyan Samiti,,,91-94257 11674,gpm.gwl@gmail.comWebsite,,,
madhya_pradesh,Swa. Baboolal Shikshaprasar Evam Samaj Kalyan Samiti,,,91-99931 44913,anoop_goynar@yahoo.comWebsite,,,
madhya_pradesh,Support Society,,,,girsharoa@yahoo.comWebsite,,Girish Arora,
madhya_pradesh,SURE – Society for Urban & Rural Empowerment,,,91-99260 12834,sure.bharat@gmail.comWebsite,,,
madhya_pradesh,Sushri Pratibha Educational & Welfare Society,,,91-90399 99621,pratibha.foundation@gmail.comWebsite,,,
madhya_pradesh,Srajal Seva Samiti,,,91-97555 95040,victoriousvijay@yahoo.co.inWebsite,,,
madhya_pradesh,Sreyash Social Community,,,"91-98264 97758, 91-93015 97352",reporter_s1@rediffmail.comWebsite,,"Anil Raidas,",
madhya_pradesh,Srishti Natural History Society,,,91-97550 02411,vaibhav@srishtinature.orgWebsite,,,
madhya_pradesh,Sri Meera Foundation,,,,kckc@rediffmail.comWebsite,,,
madhya_pradesh,St. Peter Educational & Social Welfare Society,,,91-93019 57964,somit_park@hotmail.comWebsite,,Rodrick,
madhya_pradesh,Srijan Ek Asha,,,,srijan_ek_asha@yahoo.comWebsite,,Rajesh,
madhya_pradesh,Stri-Kshamta Samaj Kalyan Samiti,,,,anuradha_seshadri@aol.inWebsite,,,
madhya_pradesh,SRV – Sewa,,,,,http://www.imdedu.org,Manish,
madhya_pradesh,Sudeep Education Society,,,,,,Parthasarathy,
madhya_pradesh,Study Circle,,,,studycirclebhopal@yahoo.co.inWebsite,,,
madhya_pradesh,Subhash Yuva Mandal,,,91-99930 96666,kishansingh.rathore@rediffmail.comWebsite,,kishan,
madhya_pradesh,Souhard Sewa Sanstha,,,"91-94036 14911, 91-94217 10932",kuvarkade13@yahoo.co.inWebsite,,,
madhya_pradesh,Sparsh – Ek Samajik Swayam Sevi Sanstha,,,91-99078 55192,sparshbpl@gmail.comWebsite,,Vijay Sharma,Social
madhya_pradesh,Softech Scoiety of Information Technology,,,91-98264 13541,,,,
madhya_pradesh,SOS Children’s Village of India,,,,,,Kashinath Pathak,"Child welfare,"
madhya_pradesh,Society Formotivation Training & Action Smta,,,91-99934 89947,smta_stn@yahoo.comWebsite,,Ramesh,
madhya_pradesh,Society for Social Research & Development,,,,infossrd@gmail.comWebsite,,Sushil Dubey,Publice walfere reserch and
madhya_pradesh,Softlinks Computer Education Society,,,,praveenpal@yahoo.comWebsite,,,
madhya_pradesh,Solutions Health Care & Environment Development,,,91-90090 32754,,,,
madhya_pradesh,Society for Social Education & Voluntary Action,,,91-98276 38586,sevamds@rediffmail.comWebsite,,Narendra,
madhya_pradesh,Society for Unity Geological & Global Education Survey Training Image Organisation Network,,,,,,Ram Kumar,"Agriculture, Child welfare,"
madhya_pradesh,Society for People Awareness Care & Education,,,,girish_joshi2@rediffmail.comWebsite,,Bhupendra,
madhya_pradesh,Society for Research & Initiative for Sustainable Technologies & IT Education,,,91-94253 31547,experttally@rediffmail.comWebsite,,Surendra K.,
madhya_pradesh,Society for Social Development & Upliftment,,,,ss_du@yahoo.co.inWebsite,,Nitish Joldeo,Join
madhya_pradesh,Society for Urban & Rural Empowerment,,,91-99260 12834,,,,
madhya_pradesh,Society for Motivation Training & Action,,,,,,Arun Tyagi,"Development(General),"
madhya_pradesh,Society for Environmental Conservation,,,91-98260 18825,secbhopal@gmail.com,,Satish,
madhya_pradesh,Society for Ideal Global Needs,,,91-93029 20032,sign.global@gmail.com,,,
madhya_pradesh,Society for Horti Agro Environmental Development & Research Programming,,,,gpsagri@gmail.comWebsite,,Gyan P.Saxena,Development
madhya_pradesh,Social Development & Welfare Society,,,,,,Ganesh Soni,Rural developmentAims/Objectives/Mission :
madhya_pradesh,Social Welfare & rural Development Organization,,,91-99266 42361,baiju.waghmare@gmail.comWebsite,,Baijnath,
madhya_pradesh,Social Welfare Organization for Reformation & Development of Society,,,91-98930 65154,swords1997@gmail.comWebsite,,Sandeep Madankar,Social
madhya_pradesh,Socially Advanced Help Age Resolver Association,,,91-98261 98989,apsingh9090@gmail.comWebsite,,,
madhya_pradesh,Society for Economic Research & Welfare Activity,,,91-93007 84658,serwa@rediffmail.comWebsite,,Rachna Purohit,
madhya_pradesh,Society for Biodiversity Conservation & Sustainable Development,,,,president_03@rediffmail.comWebsite,,Purpose :,
madhya_pradesh,Society for Communication & Social Research,,,91-98272 05718,scsr_ngo@sify.comWebsite,,Akrati Shrivastava,
madhya_pradesh,Society for Conservative Programs & Education,,,,dj228416@gmail.comWebsite,,Saubhagya Shrivastava,
madhya_pradesh,Society for Environmental Conservation & Social Awareness,,,91-94256 93853,ecosake@yahoo.comWebsite,,Kinshuk Tiwari,Environment
madhya_pradesh,Snake Research Organization,,,,mukeshingle@gmail.comWebsite,,Mukesh,
madhya_pradesh,Shush Welfare Society,,,91-75662 78174,shushclub@gmail.comWebsite,,,
madhya_pradesh,Smita Mahila Shikshan Sansthan,,,,shishir.pandey77@gmail.comWebsite,,Shishir,
madhya_pradesh,Smt. Gunmala Shanti Foundation Trust,,,,ieanil@rediffmail.comWebsite,,Anil,
madhya_pradesh,Shri Vision Social Empwerment & Welfare Association,,,91-93038 33098,NGO.srvsewa@gmail.comWebsite,,Manish Vishnoei,To social
madhya_pradesh,Shrimant Madhavrao Scindia Swasthya Seva Mission,,,,ramanagarwal@hotmail.comWebsite,,Raman Agarwal,
madhya_pradesh,Shulder Vikas Yuva Manch,,,,svymngo@gmail.comWebsite,,Vikas Bathma,Humen social
madhya_pradesh,Shrinavodaya Society of Social Welfare,,,,,,Purpose : Aims/Objectives/Mission,Aims/Objectives/Mission
madhya_pradesh,Siddhant Education & Social Welfare Society,,,,siddhantngo@gmail.comWebsite,,,
madhya_pradesh,Siddharth Yuva Sahayta Avan Mahila Jan Jagriti Samiti,,,,zeeshan_sidd77@yahoo.comWebsite,,Zeeshan,
madhya_pradesh,Shringar Foundation,,,,shringarfoundation@gmail.comWebsite,,,
madhya_pradesh,Similia Scientific Society,,,,drmohan128@yahoo.co.inWebsite,,,
madhya_pradesh,Shriom Raishri Shiksha Avam Samaj Kalayan Samiti,,,,,,S. P. Nim,Rural
madhya_pradesh,Shri Naval Sewa Samiti,,,91-94258 57742,amitkartik@gmail.comWebsite,,Amit,
madhya_pradesh,Shri Vidhya Jan Kalyan Samiti,,,"91-94250 25422, 91-98935 86007",acharyardubey@rediffmail.comWebsite,,,
madhya_pradesh,Shri Janmangle Sansthan,,,91-98264 71144,sjmskhandwa@rediffmail.comWebsite,,,
madhya_pradesh,Shri Mahavir Shiksha Evam Jankalyan Samiti,,,,kasarsuresh@yahoo.comWebsite,,Suresh Kasar,
madhya_pradesh,Shri Narmada Nimar Vikas Sanshthan,,,91-90393 70092,nnvskhargone@rediffmail.comWebsite,,,
madhya_pradesh,Shri Laxmi Narayan Sewa Samiti,,,91-98269 04890,shri.laxminarayan.samiti@gmail.com,,,
madhya_pradesh,Shri Prabhudayal Seva Samiti,,,91-98260 92387,datiwari26@rediffmail.comWebsite,,,
madhya_pradesh,Shri Ram Shayog Samiti,,,,a244033@rediffmail.comWebsite,,Vimal Jain,
madhya_pradesh,Shri Radha Mohan Education & Social Welfare Society,,,91-98263 54642,pradeepsagartea1@gmail.comWebsite,,,
madhya_pradesh,Shri Rawatpura Sarkar Lok Kalyan Trust,,,91-98932 35876,p4palia@yahoo.inWebsite,,Vivek Palia,
madhya_pradesh,Shri Ramkrishna Seva Sanghthan,,,91-99264 47489,srkss.kgn2004@gmail.comWebsite,,Siddharth,
madhya_pradesh,Shri Saibaba Shiksha Samiti,,,,shaileshtiwari@saikhaknar.co.inWebsite,,,
madhya_pradesh,Shri Sadguru Seva Sangh Trust,,,,drbkjain@rediffmail.comWebsite,,Dr B.K.,
madhya_pradesh,Shri Santosh Sharma Shikshan Evam Samaj Seva Samiti,,,91-81208 50921,adarsh7525@gmail.comWebsite,,Dr Faizan Khan,
madhya_pradesh,Shrasti – Support for Education Training & Innovation,,,91-98934 40161,shrasti2006@rediffmail.comWebsite,,Ruby,
madhya_pradesh,Shri Ganesh Shiksha Parisad,,,,pra68@rediffmail.comWebsite,,J.P. Pandey,To
madhya_pradesh,Shree Academy Samajik Sewa Shikshan Samiti,,,,shree_academy@yahoo.comWebsite,,Secretary,
madhya_pradesh,Shri Ganga Lok Kalyan Samiti,,,,vivek_singhbais@yahoo.comWebsite,,Vivek Kumar Singh Bais,
madhya_pradesh,Shifa Manav Evam Jan Kalliyan Society,,,91-98273 21265,faraz.2010@rediffmail.comWebsite,,,
madhya_pradesh,Shree Balmaan Memorial Foundation,,,91-94250 13973,manojarya123@gmail.comWebsite,,Manoj Arya,For
madhya_pradesh,Shiksha Prasar Avam Garmin Vikas Samiti,,,91-97526 61504,spgvs_luhrgwa@yahoo.inWebsite,,,
madhya_pradesh,Shree Madhyabharat Hindi Sahitya Samiti,,,91-94250 52811,samiti.indore@gmail.comWebsite,,,
madhya_pradesh,Shobharam Waskel,,,"91-94066 66001, 91-98936 93653",subhashwaskel@yahoo.comWebsite,,Purpose,
madhya_pradesh,Shree Rawatpura Sarkar Lok Kalyan Trust,,,91-98932 35876,rpslkt@rediffmail.comWebsite,,,
madhya_pradesh,Shiv Krishi Utthan Sanstha,,,,shivsanstha@yahoo.co.inWebsite,,Jagdish Malviya,
madhya_pradesh,Shreyasi Janhit Sansthan,,,,shreyasijanhitsansthan@rediffmail.comWebsite,,,
madhya_pradesh,Shiv Omkareswer Samaj Kalyan Samiti,,,,shivomk@gmail.comWebsite,,Asheesh Pandey,Help to
madhya_pradesh,Shri Aum Sai Samarpan Seva Samiti,,,"91-90390 19020, 91-98937 37989",baghel.arun@gmail.comWebsite,,,
madhya_pradesh,Shiv Sai Siksha Jansanchar Awam Jankalyan Samiti,,,,news.2007@rediffmail.comWebsite,,,
madhya_pradesh,Shri Bharadwaj Shikshan & Shodh Samiti,,,91-94259 87749,ashu_29dec1981@yahoo.comWebsite,,Ashutosh Vyas,Social
madhya_pradesh,Shoulder Vikas Yuva Manch,,,,svymngo@gmail.comWebsite,,Vikas Bathma,Aims/Objectives/Mission :
madhya_pradesh,Shri Dadaji Sadaj Suraksha Jagrukta Parishad,,,91-94248 39893,sdssjp@gmail.comWebsite,,Nand Kishore Chouhan,
madhya_pradesh,SEWAK,,,,anita11may@yahoo.comWebsite,,Vinod,
madhya_pradesh,SGVS – Samagara Gram Vikas Samiti,,,"91-94253 75267, 91-94256 82280",sgvs.ngo@rediffmail.comWebsite,,RD,
madhya_pradesh,Sewa Swawlambi Mahila Mandal,,,,dsikarwar71@gmail.comWebsite,,Dilip Singh Sikarwar,
madhya_pradesh,SHADAKSHAR,,,91-940251 57691,shadaksharmail@rediffmail.comWebsite,,,
madhya_pradesh,SHAKUNTALAM,,,"91-98262 49303, 91-93292 68116, 91-99935 19299",,,,
madhya_pradesh,Shaheed Memorial Hitkarini Society,,,91-90091 12322,news4prateek@gmail.comWebsite,,,
madhya_pradesh,Shanti Grameen Vikas Samiti,,,91-94257 23994,chaubeycomputerkhaniyadhana@zapak.comWebsite,,,
madhya_pradesh,Shahid Chandra Shekhar Aajad Yuva Mandal,,,91-93023 75124,,,Rajendra Mehra,
madhya_pradesh,Seva Rehabilitaion & Resarch Institute for Mentally & Multipal Handicapped,,,91-93004 81076,sevasamiti@in.comWebsite,,Dr. Inam,
madhya_pradesh,Shalini Mahila Yuva Mandal Samiti,,,,vivek_singhbais@yahoo.comWebsite,,Vivek Kumar Singh,
madhya_pradesh,Sewa Lakshya Serva Shiksha Evem Janjagriti Samiti,,,91-98275 26328,msmartm44@gmail.comWebsite,,Mohit,
madhya_pradesh,Satysai Veer Balaji Society for Education & Welfare,,,91-95844 28112,gaurav_vijay20@yahoo.comWebsite,,Gaurav,
madhya_pradesh,Serv Jan Kanyan Avam Shiksha Sanchar Samiti,,,91-98262 22084,manoj_user@rediffmail.comWebsite,,Manoj,
madhya_pradesh,Serv Shiksha Aur Rojgar Sanstha,,,,nitmonline@nitmjoc.comWebsite,,,
madhya_pradesh,Serve Life Organization,,,91-98273 18384,atulsamadhiya@rediffmail.comWebsite,,Atul,
madhya_pradesh,Seva Club,,,,gurujikopranam@yahoo.co.inWebsite,,Arti,
madhya_pradesh,Satyashila Sikha Prasar Samiti,,,,bisen_cs@yahoo.comWebsite,,Chitrsen Bisen,Social
madhya_pradesh,SAVIGYA,,,91-93008 31794,savigyango@yahoo.co.inWebsite,,,
madhya_pradesh,Saya Bal Vikas Samiti,,,91-98273 86564,sbvsgwalior@gmail.comWebsite,,Rajeev,
madhya_pradesh,SCHANDAK,,,91-92294 21968,schandak2009@gmail.comWebsite,,Purpose :,
madhya_pradesh,Scholar Technical & Vocational Society,,,,satna_aisect@rediffmail.comWebsite,,Ajay Mishra,Training
madhya_pradesh,Seema Mahila Mandal,,,"91-94245 21234, 91-90099 50040",seemanmh@hotmail.comWebsite,,Seema,
madhya_pradesh,Satpura Integrated Rural Development Institution,,,,sirdi@sancharnet.inWebsite,,D K,
madhya_pradesh,Satyam Naglam Viklang Manav Sewa Samiti,,,,smvmss@gmail.comWebsite,,Aman,
madhya_pradesh,Satyamitra Seva Sanstha,,,91-94259 10201,,,,
madhya_pradesh,Satyasai Veer Balaji Society for Education Avam Welfare,,,91-94248 39008,gauravriskmarshal@gmail.comWebsite,,Gaurav,
madhya_pradesh,Satpuda Paryavaran Samiti,,,91-94256 85449,satish.thakre97@gmail.comWebsite,,Satish,
madhya_pradesh,Satpura Gram Swaraj Vikas Mandal,,,91-94256 59393,Chandra_prakash09@rediffmail.comWebsite,,Chandra Prakash,
madhya_pradesh,Sara Foundation,,,,sarafoundation@gmail.comWebsite,,Rajeev PatkiPurpose,
madhya_pradesh,Sarvajanik Pariwar Kalyan & Sewa Samiti,,,,spkss@spkss.orgWebsite,,Nina Singh,
madhya_pradesh,SARAL – Society for Advancement of Resources & Livelihood,,,91-94257 91521,saralsanstha@yahoo.co.inWebsite,,,
madhya_pradesh,Satna Yuvak Mandal Biradri,,,,sjm2610@rediffmail.comWebsite,,Sanjeev Mishra,Help
madhya_pradesh,SANTULAN,,,,garg.m17@gmail.comWebsite,,Mohit Garg,To help disable
madhya_pradesh,Sarthak Samiti,,,,shailendrasolanki@hotmail.comWebsite,,,
madhya_pradesh,Santulit Shiksha Avam Jan Kalyan Samiti,,,91-93294 71328,pooja.mehra.coo@gmail.comWebsite,,Pooja,
madhya_pradesh,Sarv Shakti Vikas Samiti,,,91-89597 49090,rajurecord@gmail.comWebsite,,Ajay,
madhya_pradesh,"Sar Ram Chandra Siksha, Swasthya Avem Samajic Kalyan Samiti",,,91-98270 91626,prabhakarsingh999@gmail.comWebsite,,Dr Prabhakar,
madhya_pradesh,Sarva Seva Samarpit Samiti,,,,sarva.seva@yahoo.comWebsite,,Sudarshan,
madhya_pradesh,Sanskar Samaj Kalyan Evam Mahila Vikas Samiti,,,"91-94256 50234, 91-99265 50367",sanskar_seva@rediffmail.comWebsite,,,
madhya_pradesh,Sarokar,,,91-94254 71501,ipsita.jain@gmail.comWebsite,,Ipsita,
madhya_pradesh,SASHAKTI,,,91-93003 60026,sashakti@yahoo.co.inWebsite,,,
madhya_pradesh,Sanskriti Samajik Vikash Samiti,,,91-94256 64938,sanskritibpl@gmail.comWebsite,,,
madhya_pradesh,Sarthak – Centre for Participatory Development,,,,sarthakngotkg@gmail.comWebsite,,Manoj Babu,
madhya_pradesh,Sathi Samajik Vikas Sansthan,,,91-94246 13693,hiteshdhuware@yahoo.comWebsite,,Hitesh Dhuware,Rural
madhya_pradesh,Sant Peter Education & Social Welfare Society,,,91-93019 57964,crishpeter@yahoo.inWebsite,,Rodrick,
madhya_pradesh,Sarthak Prayas Organition,,,,sarthakngo98@yahoo.co.inWebsite,,Sushil R.K.,
madhya_pradesh,Sarvajna Foundation,,,91-97555 87201,mayank1510@gmail.comWebsite,,,
madhya_pradesh,Saraswati Educational Society,,,91-94250 10303,siddhartha99_2000@yahoo.comWebsite,,,
madhya_pradesh,Sangini Gender Resource Center,,,,sanginicenter@rediffmail.comWebsite,,Prarthana MishraPurpose,
madhya_pradesh,Sanmati Shiksha Samiti,,,,sss_guna@rediffmail.com,,,
madhya_pradesh,SANGWARI,,,91-98267 58054,sangwari.society@gmail.comWebsite,,Ravi Dubey,
madhya_pradesh,SANS – Samajik Adhikar Avam Navnirman Sansthan,,,,sand.sansthan@gmail.comWebsite,,Seema Pandey,
madhya_pradesh,SANIDHYA,,,,priyankasiddharta@gmail.comWebsite,,,
madhya_pradesh,Sanjay Adarsh Lok Kalyan Samiti,,,,mr_haque2000@yahoo.comWebsite,,Haque,For
madhya_pradesh,Sanjay Rahul Social Welfare & Educational Society,,,91-97189 09559,sanjay.110@rediffmail.comWebsite,,Purpose :,
madhya_pradesh,Samvad Society for Advocacy & Development,,,,samvad_nib@yahoo.co.inWebsite,,,
madhya_pradesh,Sankalp Samaj Sevi Sanstha,,,,sankalpgwl@yahoo.comWebsite,,Sandesh Bansal,Social
madhya_pradesh,SAMVEDNA,,,91-99264 20042,sanjay544@yahoo.comWebsite,,Purpose :,
madhya_pradesh,SANKALP,,,,sankalp_jabalpur@rediffmail.comWebsite,,,
madhya_pradesh,SAMVEDNA,,,91-98673 61265,vijayaryanhrd@gmail.comWebsite,,Vijay Kr. Pandey,Awareness
madhya_pradesh,Sanket Development Group,,,,sanketcg@sify.comWebsite,,Maheen Mirza,
madhya_pradesh,Sanctum Education & Social Welfare Society,,,91-98930 22374,gopal_girdhani@yahoo.comWebsite,,Gopal,
madhya_pradesh,Sanlalp Jan Seva Samiti,,,91-95843 37725,jitendrab4u@gmail.comWebsite,,,
madhya_pradesh,SANDHAN,,,91-98263 26708,sandhankatni@Indiatimes.comWebsite,,,
madhya_pradesh,Sanmati Sewa Samiti,,,,drlahri@yahoo.comWebsite,,Shashendra Lahri,
madhya_pradesh,Samarpan Sawayam Sewi Ewam Samajik Sanstha,,,,samarpan_barwani@rediffmail.comWebsite,,Ajit,
madhya_pradesh,Sambhav Social Service Organisation,,,,sambhavgwr@hotmail.comWebsite,,Shiv,
madhya_pradesh,Samarpan Sewa Sahyog Samiti,,,91-94251 73974,samarpan.satna@gmail.comWebsite,,,
madhya_pradesh,Sambhavna Trust,,,,sambhavna@sancharnet.inWebsite,,,
madhya_pradesh,Samadhan Sewa Samiti,,,91-94254 78203,sadhusamadhan@yahoo.comWebsite,,,
madhya_pradesh,Samarpan Swayam Sevi Evam Samajik Sanstha,,,,samarpan_barwani@rediffmail.comWebsite,,,
madhya_pradesh,Samprasion Saraswati Shikha Academy,,,,ngo_samprasion@yahoo.comWebsite,,Sunita Gupta,Social welfare
madhya_pradesh,Samadhanam Rehabilitation & Research Centre,,,"91-81095 70755, 91-99774 12120",rajani.srrc@gmail.comWebsite,,Rajani,
madhya_pradesh,Samarpit Shiksha Avam Samaj Utthan Samiti,,,91-93292 18631,,,Rishi Mehara,Aims/Objectives/Mission
madhya_pradesh,Samprasion Sarswti Shiksha Academy,,,,ngo.samprasion@yahoo.comWebsite,,Sunita Gupta,"Water,"
madhya_pradesh,Samagra Vikas Mahila Samiti,,,"91-94251 43556, 91-94246 73050",awasthigun@yahoo.inWebsite,,Pawan,
madhya_pradesh,Samarpit Siksha Evam Samaj Utthan Samiti,,,"91-91979 18347, 91-91797 18347",,,,
madhya_pradesh,Samarpan Care Awareness & Rehabilitation Centre,,,,samarpanindia@yahoo.co.inWebsite,,Reena,
madhya_pradesh,Samarthan Prashikshan Sansthan,,,,samarthan_07@rediffmail.comWebsite,,Yogesh,
madhya_pradesh,Samarpan India,,,91-98930 50606,samarpancarcindia@gmail.comWebsite,,Avinash Bhatheja,
madhya_pradesh,Samata Vidya Vihar Samiti,,,91-98932 29175,vaitarni@yahoo.co.inWebsite,,Sanjay Sapre,
madhya_pradesh,Samarpan Lokotthan Parishad,,,91-81091 80533,SamarpanLokotthanParishad@yahoo.comWebsite,,Jaydeep,
madhya_pradesh,Samay Swayam Sevi Sangthan,,,,,,Arvind Dhakar,
madhya_pradesh,Saharsha Education & Social Welfare,,,,info.svccd@gmail.comWebsite,,Akhilesh,
madhya_pradesh,Samaay Swayam Sevi Sangthan,,,,arvinddhakar@yahoo.comWebsite,,Arvind,
madhya_pradesh,S.V.R.I. Ujjain,,,,amratviramaditya@yahoo.comWebsite,,Vika Yadav,Water
madhya_pradesh,Sahara Education Society,,,,sahara_bharti@rediffmail.comWebsite,,A D Singh,Service of
madhya_pradesh,Saideep Seva Sanshthan,,,,saideepservicesbpl@gmail.comWebsite,,Deepak,
madhya_pradesh,Rural Institute of Public Health & Social Development,,,,drgyaneshmishra@yahoo.comWebsite,,,
madhya_pradesh,Sahara Jan Kalyan Samiti,,,,sahara_rehli@yahoo.comWebsite,,Harishankar,
madhya_pradesh,Sakhi Mahila Euam Bal Vikas Sanstha,,,91-93036 49941,rajesh_mohammad@yahoo.comWebsite,,Rajesh Mohammad,
madhya_pradesh,Rural World Health & Education Organisation,,,,rwheo@sociologist.comWebsite,,Sushil,
madhya_pradesh,Sahara Manch,,,,saharamanch@rediffmail.comWebsite,,,
madhya_pradesh,Sam Vigyan Sewa Sansthan,,,91-94250 64572,samvigyan2009@gmail.comWebsite,,,
madhya_pradesh,S.Jaanvi Children Welfare Society,,,91-99935 36389,sanjeevkewat@yahoo.co.inWebsite,,Sanjeev Kumar Kewat,
madhya_pradesh,Sai Gramothan Samiti,,,91-98278 14477,,,Ganesh Sony,Aims/Objectives/Mission
madhya_pradesh,Riz Social & Welfare Society,,,91-98933 84510,showeib_khan@yahoo.comWebsite,,Raees BhaiPurpose,
madhya_pradesh,SAF – Sahjeevan Ashadeep Foundation,,,91-99260 99019,saf@activist.comWebsite,,,
madhya_pradesh,Sai Rural Development Ecodmy,,,,mkvijayvargiya@hotmail.comWebsite,,Makhan,
madhya_pradesh,ROSHANI,,,"91-94256 57704, 91-97555 15920, 91-99779 15757",roshaningo@yahoo.inWebsite,,,
madhya_pradesh,Sagar Institut of Computer Technology,,,,sict.bhopal@gmail.comWebsite,,A.R.,
madhya_pradesh,Sai Shaksharta Aivam Samajik Utthan Sanstha,,,,simt.jabalpur@gmail.comWebsite,,,
madhya_pradesh,Rural & Tribal Area Development Organisation,,,91-98263 49098,sanjayanigam@yahoo.comWebsite,,,
madhya_pradesh,SAHAAY,,,91-97553 95543,dewas11@gmail.comWebsite,,Purpose : Motivated to helpAims/Objectives/Mission :,Motivated to helpAims/Objectives/Mission :
madhya_pradesh,Saibaba Shiksha Samiti,,,,,,Shailesh Tiwari,HealthAims/Objectives/Mission
madhya_pradesh,RIPHSD – Rural Institute of Public Health & Social Development,,,,drgyaneshmishra@yaho.comWebsite,,Dr. Gyanesh Mishra,Affiliation
madhya_pradesh,SADBHAVNA,,,91-94254 53498,saurabh2007sajag@gmail.comWebsite,,Saurabh Sajag,Aims/Objectives/Mission
madhya_pradesh,Rastriya Samajeek Uthan Sansthan,,,,anandbhabar20006@indiatimes.comWebsite,,Jaswant Singh Bhabar,
madhya_pradesh,Rajeev Kumar Samaj Kalyan Gram Vikas Sodh Sansthan,,,91-94254 71236,rkskgvssjbp@gmail.comWebsite,,,
madhya_pradesh,Rang Vidushak,,,91-98106 22056,,,,
madhya_pradesh,Rahul Samajik Evam Sanskritik Samiti,,,91-98932 54621,rahulindia54621@yahoo.co.inWebsite,,Rahul Malviya,Women
madhya_pradesh,Rang Welfare Society,,,,rang_damoh@yahoo.comWebsite,,,
madhya_pradesh,Rainbow Health Care & Research Foundation,,,91-93031 00948,arneetrajan@yahoo.co.inWebsite,,,
madhya_pradesh,Rangoli Education & Welfare Society,,,,rangoli_trainings@yahoo.co.inWebsite,,Ashok Shrivastava,
madhya_pradesh,Raj Rajendra Society of Education Samiti,,,,babal_999@Rediffmail.comWebsite,,Hitesh Kothari,
madhya_pradesh,Rashtriya Vidnyan Manch,,,,,,Purpose : Aims/Objectives/Mission : RVM is a voluntary,Aims/Objectives/Mission : RVM is a voluntary
madhya_pradesh,Raj Rajeshweran Jan Welfare Society,,,,rajeshnigam73@yahoo.inWebsite,,Rajesh NigamPurpose,
madhya_pradesh,Ravindra Smriti Samaj Kalyan Evam Sodh sansthan,,,91-94254 57566,ravindra_smriti09@rediffmail.comWebsite,,,
madhya_pradesh,Rajiv Gandhi Initiative for Elementary Education,,,,,,Victor Paul,
madhya_pradesh,Rays – Reforme Activities by Youth Society,,,"91-98263 56622, 91-97550 03983, 91-97555 97891",rays_satya2005@rediffmail.comWebsite,,,
madhya_pradesh,Raksha Lok Kalayan Samiti,,,91-94246 73398,bundela_digvijay@yahoo.comWebsite,,Purpose :,
madhya_pradesh,React Sanstha,,,91-96305 41115,,,Dr. Mukesh Yengal,"Environment, health"
madhya_pradesh,R.K. Education Society,,,91-98266 43203,rkeducationsociety@yahoo.co.inWebsite,,Yogesh,
madhya_pradesh,Raksha Yuva Seva Samiti,,,91-99938 37989,iptr.india@gmail.comWebsite,,Pawan Sharma,Sarva seva
madhya_pradesh,Prgya Gyan Peeth Shiksha Samiti,,,91-95891 70125,priyankverma70@gmail.comWebsite,,,
madhya_pradesh,PRAYAS – Participatory Rural Approach & Youth Amplification for Society,,,91-98263 50809,,,,
